index,user_prompt,유형,유형_예측,극성,극성_예측,시제,시제_예측,확실성,확실성_예측
4,정 대표는 ＂세계적으로 사망률이 높은 만성질환인 뇌졸중에 대한 예방제 외에 삶의 질을 높여 주는 치매·알츠하이머 치료제 연구에도 성과를 높이겠다＂고 말했다.,사실형,대화형,미정,긍정,현재,미래,불확실,불확실
5,다른 쪽에 전시된 친환경 데이터센터 솔루션 부스에선 단순히 냉각수를 활용해왔던 기존 시스템보다 50% 에너지 절감 효과를 볼 수 있다고 했다.,사실형,추론형,미정,긍정,현재,과거,불확실,불확실
6,"이용자는 다른 세계 명마들의 이름과 영혼을 이어받아 꼬리와 귀, 초인적인 주력을 가진 ＇우마무스메＇와 함께 이들을 트레이닝하는 교육 기관 ＇트레센 학원＇의 신인 트레이너의 역할을 맡아 많은 ＇우마무스메＇의 목표인 ＇트윙클 시리즈＇에 활약하기 위해 고군분투하는 이야기를 경험할 수 있다.",사실형,사실형,미정,긍정,현재,현재,불확실,확실
0,그리고 호랑이 배를 갈라 남편의 뼈와 살을 끌어내어 장사를 치러주니 부인이 감격하여 눈물을 그칠 줄 몰랐다.,사실형,추론형,부정,긍정,과거,과거,불확실,확실
1,"이런 조치에서 비롯된 ＇풍선효과＇로 홍콩 보험사들이 자산가가 많으면서 통화가치가 불안한 한국을 겨냥, 본토 영업 공백을 메우려 했다는 해석이 나온다.",사실형,추론형,부정,긍정,과거,과거,불확실,불확실
2,중생의 복과 절의 중창을 위한 행사였으니 당연히 서산대사진법군고를 맞은 마을에서는 시주도 아끼지 않았을 것이다.,사실형,추론형,부정,긍정,과거,과거,불확실,불확실
3,봉은사가 기대감을 품던 반면 한전과 현대자동차그룹은 때 아닌 행정소송에 난처함을 감추지 못했다.,사실형,추론형,부정,긍정,과거,과거,불확실,확실
4,"25세 되던 선조 1년(1567) 진사시에 합격하지만 공부가 충분하지 못했는지, 대과에는 끝내 급제하지 못했다.",사실형,추론형,부정,부정,과거,과거,불확실,확실
5,삼성디스플레이 직원들에 대해선 영업비밀을 빼내려는 의도가 있다고 단정지을 수 없다고 봤다.,사실형,추론형,부정,부정,과거,과거,불확실,불확실
6,"하지만 이 자전거를 탄 아이가 우회전 구간에서 차 앞을 막고 ＂아저씨, 왜 따라다녀요?＂라고 물었고 차 운전자가 ＂우회전해야 해 나와＂라고 답했지만 자전거로 차 앞을 막고 비키지 않았다.",사실형,대화형,부정,긍정,과거,과거,불확실,확실
7,"여기서 아들은 선조가 총애한 의안군인지, 아니면 그 이전에 태어났으나 어린 시절 사망한 왕자인지는 파악되지 않는다.",사실형,추론형,부정,부정,과거,현재,불확실,불확실
8,전날 국내 증시에서 삼성전자는 8거래일 만에 반등하며 ＇6만전자＇ 붕괴를 피하는 듯했다.,사실형,추론형,부정,긍정,과거,과거,불확실,불확실
9,그런 그의 집에 도둑이 들 뻔했다.,사실형,추론형,부정,긍정,과거,과거,불확실,불확실
0,"기후변화 영향 평가 대상에서 신재생에너지 발전사업이 제외되면, 기존 탄소흡수원이 얼마나 줄어드는지에 대해 과학적이고 객관적인 접근이 불가능해진다.",사실형,추론형,부정,부정,미래,현재,불확실,확실
1,부산 입국 전까지 자국은 방문하지 않을 예정이다.,사실형,사실형,부정,부정,미래,미래,불확실,확실
2,최대 7주까지 먼지통을 비우지 않아도 된다.,사실형,사실형,부정,긍정,미래,현재,불확실,확실
3,미세먼지가 기승을 부리는 겨울부터 봄철까지는 수도권에서 노후 경유차는 다닐 수 없게 된다.,사실형,사실형,부정,부정,미래,미래,불확실,확실
4,숙박은 만만치 않지만 관람은 어렵지 않다.,사실형,추론형,부정,긍정,미래,현재,불확실,확실
5,"100ms 환경에서 자연스러운 모델을 만들 것, 너무 연산량이 많은 모델이 아닐 것이다.",사실형,추론형,부정,긍정,미래,미래,불확실,불확실
0,박탈성 건선은 은백색 각질과 붉은 반점이 전신에 나타나는데 이 건선은 심한 형태의 건선으로 치료를 받아도 예후가 좋지 않다고 한다.,사실형,추론형,부정,부정,현재,현재,불확실,불확실
1,좋은 툴이 많지만 모델링시 이를 고려해 제작한 것만큼 효과가 좋지는 않다고 한다.,사실형,추론형,부정,부정,현재,현재,불확실,불확실
2,아끼고 노심초사하며 쓰는 스피커가 아니다.,사실형,사실형,부정,부정,현재,현재,불확실,확실
3,초등학생 미만은 입장할 수 없다.,사실형,사실형,부정,부정,현재,현재,불확실,확실
4,셔츠는 거의 유행을 타지 않는다.,사실형,사실형,부정,긍정,현재,현재,불확실,확실
5,다만 해외에는 유사 사례가 없다.,사실형,사실형,부정,부정,현재,현재,불확실,확실
6,일년 내내 사용을 권하지만 오피스에서 일하는 도시 생활자라면 현실적으로 11월부터 2월까지는 크게 부담 가지지 않아도 된다.,사실형,추론형,부정,긍정,현재,현재,불확실,확실
7,하지만 라이크 커머스라는 거대한 트렌드 하에서 엿보이는 역기능도 적지 않다.,사실형,추론형,부정,부정,현재,현재,불확실,확실
8,차 바퀴가 절반 이상 파묻혀 운전자 힘으로는 갯벌에서 나오기 어려워 보인다.,사실형,추론형,부정,부정,현재,현재,불확실,불확실
9,사실 얼핏 봐서는 무엇이 소나무인지 눈잣나무인지 단박에 구별할 수는 없었다.,사실형,추론형,부정,부정,현재,과거,불확실,확실
10,"더불어시민당에 참여한 정당들이 선거에서 3% 이상 지지를 받을 수 있는 정당이라면 문제가 없지만, 그런 수준의 지지를 받기 어렵다면 오히려 표심이 과대 대표되는 현상이 나타난다.",사실형,추론형,부정,긍정,현재,현재,불확실,확실
0,2020년 한국경제연구원은 2025년 국내 4차 산업혁명 분야의 인력 부족률이 28.3%에 달할 것으로 예상했다.,예측형,추론형,긍정,긍정,과거,미래,불확실,불확실
1,양배추도 8㎏에 6000원으로 평년(3880원) 대비 50% 이상 급등할 것으로 전망했다.,예측형,예측형,긍정,긍정,과거,미래,불확실,불확실
2,미세먼지는 강원 영동을 제외한 모든 권역에서 ＇나쁨＇ 수준으로 예상됐다.,예측형,예측형,긍정,부정,과거,미래,불확실,불확실
3,"하지만 행동주의 심리학자 B F 스키너와 상의했다면 성장 과정의 실제 경험, 즉 사건을 살폈을 것이다.",예측형,추론형,긍정,긍정,과거,과거,불확실,불확실
4,강원 영동은 ＇보통＇ 수준으로 예상됐다.,예측형,예측형,긍정,긍정,과거,미래,불확실,불확실
5,오는 23일 0시 정식 서비스를 앞뒀다.,예측형,사실형,긍정,긍정,과거,과거,불확실,확실
6,무는 20㎏에 1만3000원으로 평년 1만60원 대비 30% 가량 오를 것으로 봤다.,예측형,추론형,긍정,긍정,과거,미래,불확실,불확실
7,이에 더해 신종 코로나 사태가 장기화될 조짐을 보임에 따라 비트코인이 주요 수혜자가 될 것으로 전망했다.,예측형,추론형,긍정,긍정,과거,미래,불확실,불확실
68,국가경찰위 역시 자체 자문단을 꾸리는 등 행보로 맞서고 있어 향후 행안부와의 권한 충돌 논란이 거세질 것으로 보인다.,예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
108,코픽스 금리가 조정됨에 따라 시중은행의 코픽스 연동대출 금리도 곧 바뀔 전망이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
31,실제 게임 매출 기반의 스테이킹 모델을 통해 이용자 참여와 합리적 보상 제공이 선순환되는 생태계를 구축하고 글로벌 사업 역량과 게임 운영 노하우를 더해 건강한 토큰 이코노미를 설계해나간다는 계획이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
51,＇던전앤파이터 모바일＇이 실질적인 최고 기대작이라는 점에서 중국 시장에서의 성과에 관심이 쏠릴 전망이다.,예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
95,사용자의 생체 정보부터 선호 정보까지 입력되면 그에게 맞는 맞춤식 전략이 도출되고 그 전략에 따라 AI가 추천 알고리즘으로 맞춤 식단과 운동 코칭 서비스를 제공하는 것도 가능해질 전망이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
137,회계기준 등 문제로 2조원대로 평가받는 푸르덴셜생명을 혼자 인수하기는 쉽지 않을 것으로 예상된다.,예측형,예측형,긍정,부정,미래,미래,불확실,불확실
82,올해 13회를 맞는 MBN건강미박람회는 ＇브라보 앵콜 라이프＇를 슬로건으로 삼고 시니어를 위한 다양한 정보를 제공할 예정이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
114,바다의 물결은 동해·서해· 남해 앞바다에서 모두 0.5∼1.0ｍ로 일겠다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
134,올해 ＇보라＇ 플랫폼에 10여종의 P2E 게임을 선보일 계획이다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
12,먼저 중소기업과 중견기업에 29조1000억원 규모의 경영자금을 추가로 지원해 기업의 자금난에 숨통을 틔울 예정이다.,예측형,,긍정,,미래,,불확실,
27,우크라이나 전쟁에 따른 EU의 LNG선 수요가 늘어난 점도 국내 조선사에 긍정적인 영향을 미칠 전망이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
45,"수미감자(20㎏)는 지난해 6월 1만9000원 선에서 도매가격이 형성됐지만, 올해는 3만~3만3000원에 형성돼 최대 70% 넘게 가격이 뛸 거라는 전망이다.",예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
19,"2030년까지 생산 설비에 3200억원 이상을 투자해 지능화 공정 시스템을 구축하고, 가상·증강현실부터 자동화·인공지능(AI) 기술 등이 적용된 미래형 조선소를 만들겠다는 복안이다.",예측형,추론형,긍정,긍정,미래,미래,불확실,확실
105,고농도 미세먼지는 대기 정체로 국내 발생 미세먼지가 축적되고 중국 등 다른 나라에서 유입되는 오염물질이 더해지면서 주말까지 계속될 것으로 예상된다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
111,16일부터는 스트리밍 플랫폼 트위치에서 ＇베일드 엑스퍼트＇의 ＇드롭스＇가 활성화된 방송을 1시간 시청할 때마다 한정판 요원 스킨을 획득 가능한 ＇스킨 박스＇ 선물 이벤트도 연다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
139,개발과 관련한 기술적 경험은 물론 외부에 공개하지 않았던 신작의 세부 정보들이 강연을 통해 발표될 전망이다.,예측형,,긍정,,미래,,불확실,
26,"낮부터 저녁 사이에는 강원 남부내륙 산지와 충남 남동내륙, 충북, 전라동부, 경북권 내륙, 경남 북서내륙에 소나기가 내리고, 제주도에는 저녁부터 비가 내릴 것으로 전망된다.",예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
136,KLPGA는 아시아 여자 골프의 허브로 발돋움하며 ＇대부분 맑고 화창한 날씨＇를 지속할 것으로 전망된다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
11,"중국의 봉쇄 조치가 점진적으로 완화되기 시작하고, 미국은 드라이빙 시즌에 진입하면서 휴가철 원유 수요 급증이 예상된다.",예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
120,"특히 배우자에 대한 상담 프로그램을 개발해 지역노인보호 전문기관에 배포하고, 현장 대응력 강화를 위한 교육을 수행할 예정이다.",예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
67,벌써 세계 증시가 3000조원 이상 떨어져 1차 충격을 준 다음 이제 9일 이후 실제 공장 가동이 가능하냐에 따라 실물경제에 피해가 드러날 것이다.,예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
94,해외 석탄발전소와 광산 등도 처분해 1조9000억원을 마련할 계획이다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
119,"BoB 11기는 200명 규모로 선발하며, 커리큘럼을 보안기술 단위로 세분화해 운영할 예정이다.",예측형,사실형,긍정,긍정,미래,미래,불확실,확실
109,＂미국 가상자산 규제 법안 적용 되면 다소 조정효과를 불러오겠지만 비트코인과 이더리움은 상품으로써 입지를 공고히 하게 될 것이다＂,예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
66,향후 개발이 완료되면 상주인구만 20만명을 넘어설 것으로 예상된다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
4,"현장 심사 및 시연의 전 과정은 온라인을 통해 실시간 중계되며, 행사장에 방문한 관람객들은 게임 콘텐츠를 직접 체험할 수 있을 예정이다.",예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
60,이 때문에 롯데카드처럼 사모투자펀드(PEF)와 함께 일부 지분을 투자하는 형태로 접근하거나 별도 사모펀드를 조성해 주요 지분을 갖는 방식을 취할 것으로 보인다.,예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
42,서울 종로구에 거주하는 회사원 A씨는 8월에 폐암 수술을 받을 예정이다.,예측형,사실형,긍정,긍정,미래,미래,불확실,불확실
93,금요일인 3일은 전국에 구름이 가끔 많고 미세먼지가 짙게 낄 전망이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
113,법무부는 7일에 이어 조만간 감찰위원회를 다시 열고 혐의 내용과 양정 등을 따져 결과를 징계위원회에 넘길 방침이다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
16,"공인인증서의 독점적 지위가 사라짐에 따라 앞으로는 간편 비밀번호, 생체인증 등 다양한 인증수단이 활발하게 쓰일 것으로 예상된다.",예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
18,코로나19 비상사태가 장기화돼 오는 11월 대통령 선거에서 트럼프 대통령 당선 가능성이 낮아지면 중국은 내수 부진을 이유로 의무 수입을 이행하지 않을 가능성이 있다.,예측형,추론형,긍정,부정,미래,미래,불확실,불확실
10,규제심판관은 100여 명의 민간 전문가로 구성하고 건별로 전문 분야에 맞춰 배정하는 방식이 될 전망이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
36,토요일인 4일은 전국이 대체로 맑겠으나 중부 지방은 오전에 구름이 많겠다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
55,＇이브닝플러스＇는 서울 여의도중앙점과 강남중앙점 2개점의 운영을 15일부터 시작해 8월 말에는 가산디지털점을 추가할 예정이다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
64,15일 날씨는 전국이 대체로 맑겠으나 충남 서해안과 전북 서해안은 가끔 구름이 많을 전망이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
112,또한 각 팀과 1:1로 매칭된 개발자 선배들과 온라인 멘토링을 통해 현장에서 갈고 닦은 생생한 지식을 전수 할 예정이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
83,"또 토론토의 눈 덮인 뉴퀸 스트리트, 맨해튼 미드타운의 번화가 등 새로운 장소들도 등장하며 대칭형 전장 중앙의 로봇을 장악해 적진에 진격시키는 신규 모드 푸쉬(Push) 게임 모드도 만날 수 있다.",예측형,사실형,긍정,긍정,미래,미래,불확실,확실
104,미 연준의 빠른 긴축 시계에 더해 우리나라 역시 고물가에 직면하고 있는 만큼 큰 폭의 기준금리 인상이 불가피하다는 전망이 나온다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
73,특히 국민 생활과 밀접한 배달비와 주거비 통계를 더 강화한다는 계획이다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
0,하지만 디아블로는 전통적으로 이용자가 직접 캐릭터를 조작해 악당을 물리치는 ＇타격감＇과 ＇손맛＇을 중시한 만큼 기존과 같이 수동 전투만을 지원한다는 계획이다.,예측형,사실형,긍정,긍정,미래,미래,불확실,확실
56,나아가 ＇부수자산＇이라는 개념을 도입해 NFT처럼 소위 그레이존에 위치한 가상자산에 대해서도 공시를 요구할 계획이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
28,"이날 아침최저기온은 14~20도, 낮최고기온은 25~32도로 예상된다.",예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
40,"하지만 2.75%가 점도표상 미국의 연말 예상 기준금리인 3.4%보다 낮기 때문에, 한은도 결국 한 차례 정도는 빅스텝을 밟지 않겠냐는 관측이다.",예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
24,전역 후 첫 공식 무대가 될 전망이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
25,콘진원은 게임개발 이외 인력이 부족한 중소게임사를 돕고자 게임 전담 PM을 배정해 해외진출 경험이 없더라도 해외에 게임을 출시할 수 있도록 전략 컨설팅을 기본적으로 제공할 예정이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
127,"그는 이번 강연에서 놀이와 게임의 과거, 현재를 고찰하고 미래에 대한 고민을 펼칠 예정이다.",예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
76,미세먼지 농도는 전 권역이 ＇좋음＇∼＇보통＇ 수준을 보이겠다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
65,"＇클로젯＇은 코로나19 확산 우려 속에도 100만 돌파를 앞두고 있으나 12일 개봉하는, 장유정 감독의 ＇정직한 후보＇와의 대결이 불가피해 보인다.",예측형,추론형,긍정,긍정,미래,미래,불확실,불확실
44,넥슨와 EA아시아스튜디오는 7일 중순 여름 대규모 업데이트를 통해 비슷한 수준의 클럽과 조건에서 실력으로만 겨루는 신규 모드 ＇어쎈틱 챌린지＇를 추가할 계획이다.,예측형,예측형,긍정,긍정,미래,미래,불확실,불확실
0,"바다의 물결은 동해 앞바다 0.5∼1.5ｍ, 서해 앞바다 0.5∼1.0ｍ, 남해 앞바다 0.5∼1.0ｍ로, 안쪽 먼바다(해안선에서 약 200㎞ 내의 먼바다)의 파고는 동해·서해·남해 0.5∼1.5ｍ로 예상된다.",예측형,예측형,긍정,긍정,현재,미래,불확실,불확실
1,또 원작 ＇히트＇ 이후의 세계관을 담은 MMORPG ＇히트2＇의 경우 원작보다 더욱 방대해진 세계관 속에서 이용자들이 장대한 여정에 오르는 느낌을 받을 수 있도록 구성한 음악의 탄생 배경과 작곡 과정을 설명할 예정이다.,예측형,사실형,긍정,긍정,현재,미래,불확실,확실
2,올해는 글로벌 경기 침체가 본격화되면서 금융·부동산 해외 투자는 큰 폭으로 줄어들 것으로 보인다.,예측형,예측형,긍정,부정,현재,미래,불확실,불확실
3,다만 정유 업계의 경우 2020년부터 선박의 황 함유량을 기존 3.5%에서 0.5%로 줄이는 국제해사기구(IMO) 규제가 시행되면서 저유황유에 대한 판매·수출이 지난해 4분기부터 조금씩 늘어나고 있는 만큼 일시적으로나마 숨통이 트일 것으로 전망하고 있다.,예측형,예측형,긍정,긍정,현재,미래,불확실,불확실
4,이에 대체재 격인 금 투자에 대한 관심은 더 높아질 것으로 전망된다.,예측형,예측형,긍정,긍정,현재,미래,불확실,불확실
5,인플레이션 공포가 스태그플레이션으로 옮겨 붙으면서 당분간 주식·채권·외환 시장 모두 약세장을 면치 못할 것으로 예상된다.,예측형,예측형,긍정,부정,현재,미래,불확실,불확실
6,이들 게임은 국내 구글 플레이 매출 톱10 진입이 예상되는 기대작이다.,예측형,예측형,긍정,긍정,현재,미래,불확실,불확실
7,지금까지는 RM이 윤형근 작가 소품을 구입한 것으로 알려졌지만 본격적인 컬렉터로 발전할 가능성이 높은 것으로 내다보고 있다.,예측형,추론형,긍정,긍정,현재,현재,불확실,불확실
0,제9호 태풍 ＇마이삭(MAYSAK)＇이 오는 2~3일 전국에 강한 바람과 함께 일부 지역에는 400㎜ 이상의 물폭탄이 예상된다.,예측형,예측형,미정,긍정,미래,미래,불확실,불확실
1,강원 내륙에도 짙은 안개가 끼는 곳이 있겠다.,예측형,사실형,미정,긍정,미래,미래,불확실,확실
2,"이튿날인 18일 아침최저기온은 19~23도, 낮최고기온은 26~32도를 기록할 전망이다.",예측형,예측형,미정,긍정,미래,미래,불확실,불확실
3,"숙박 O2O(Online to Offline, 온라인 기반 오프라인) 플랫폼 업계 1·2위를 차지하고 있는 야놀자와 여기어때가 작년 한 해 나란히 인수·합병(M&A)을 통해 몸집을 키우거나 중심을 잡아 나감에 따라 향후 이들 간에 경쟁이 더욱 치열해질 전망이다.",예측형,예측형,미정,긍정,미래,미래,불확실,불확실
4,한편 17일 낮 기온이 전날 대비 3~5도 내외로 올라 평년보다 조금 높겠다.,예측형,추론형,미정,긍정,미래,미래,불확실,불확실
5,"특히, 소나기가 내리는 지역에선 돌풍과 함께 천둥·번개가 치고 중부내륙 지역을 중심으로 우박이 떨어지는 곳이 있겠다.",예측형,사실형,미정,긍정,미래,미래,불확실,확실
6,"예상 강수량은 5∼40㎜로, 충남서해안과 전라권서부엔 5㎜ 내외의 비가 내리겠다.",예측형,사실형,미정,긍정,미래,미래,불확실,확실
7,해상에서는 서해상을 중심으로 돌풍과 함께 천둥·번개가 치는 곳이 있겠다.,예측형,사실형,미정,긍정,미래,미래,불확실,확실
8,"금요일인 17일은 전국에 구름이 많고 밤부터 차차 흐려지겠으며, 낮부터 밤 사이 서울과 경기 남부, 강원 중·남부 내륙, 충청권 내륙, 전북 동부, 전남 북부 내륙, 경상 서부 내륙에 소나기가 오는 곳이 있겠다.",예측형,사실형,미정,긍정,미래,미래,불확실,확실
9,17일 저녁 경기남부와 충청권을 중심으로 소나기가 내리는 곳이 있겠다.,예측형,사실형,미정,긍정,미래,미래,불확실,불확실
0,백 교수는 ＂국내에서는 전무하다시피 LP지분 세컨더리 시장이 본격 가동되고 중소형 M&A 시장이 활발해질 수 있게 세제 혜택이 뒷받침된다면 제2벤처붐이 지속될 수 있을 것＂이라고 내다봤다.,예측형,추론형,미정,긍정,현재,미래,불확실,불확실
1,"장마와 태풍, 여름이라는 계절적 요인으로 승용차 이용률도 증가하여 추위가 오면 점검을 미뤘던 고장이 증가할 것으로 예상된다.",예측형,예측형,미정,긍정,현재,미래,불확실,불확실
0,신종 코로나바이러스 감염증(우한 폐렴) 사태 수습과 내수 정상화에 힘써야 할 중국이 미국과 약속한 2000억달러(약 231조원) 추가 구매를 제대로 이행하기는 어려울 것이다.,예측형,추론형,부정,부정,미래,미래,불확실,불확실
1,확실히 백내장 진단을 받았어도 입원 치료를 받을 만큼 특별한 상황이었음을 입증하지 못하면 30만원 이상의 보험금을 받기 어려울 전망이다.,예측형,추론형,부정,부정,미래,미래,불확실,불확실
2,"결국 국내 은행들은 상대적으로 손쉬운 이자 장사에만 다시 몰두할 것이고, 외국인 투자자들은 한국 금융사를 더 이상 쳐다보지 않을 것이다.",예측형,추론형,부정,부정,미래,미래,불확실,확실
0,이달 24~27일(현지시간) 스페인 바르셀로나에서 열리는 세계최대 모바일 전시회 모바일월드 콩그레스(MWC)에 참가하는 국내 기업들도 줄어들 것으로 보인다.,예측형,예측형,부정,부정,현재,미래,불확실,불확실
